id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
19209,Female,disloyal Customer,42,Business travel,Eco,459,3,0,3,2,4,,,,,,,,,,,,neutral or dissatisfied
6058,Female,Loyal Customer,25,Personal Travel,Eco,690,1,4,1,3,1,,,,,,,,,,,,neutral or dissatisfied
70451,Male,Loyal Customer,59,Business travel,Business,2962,0,4,0,4,2,,,,,,,,,,,,satisfied
90002,Female,disloyal Customer,23,Business travel,Eco,983,2,2,2,4,3,,,,,,,,,,,,neutral or dissatisfied
52881,Male,disloyal Customer,21,Business travel,Eco,624,4,3,4,4,5,,,,,,,,,,,,satisfied
15511,Female,Loyal Customer,13,Personal Travel,Eco,433,2,4,2,2,2,,,,,,,,,,,,neutral or dissatisfied
30698,Male,Loyal Customer,23,Personal Travel,Eco,680,1,5,0,3,3,,,,,,,,,,,,neutral or dissatisfied
20161,Female,disloyal Customer,39,Business travel,Business,258,4,4,4,3,5,,,,,,,,,,,,satisfied
94193,Female,Loyal Customer,46,Business travel,Business,189,3,3,4,3,5,,,,,,,,,,,,satisfied
106525,Male,Loyal Customer,38,Personal Travel,Eco,271,3,3,3,4,3,,,,,,,,,,,,neutral or dissatisfied
100697,Female,Loyal Customer,17,Personal Travel,Eco,677,1,5,1,1,2,,,,,,,,,,,,neutral or dissatisfied
47783,Female,Loyal Customer,34,Business travel,Business,2621,1,1,1,1,5,,,,,,,,,,,,satisfied
119315,Male,Loyal Customer,30,Personal Travel,Eco,214,3,0,3,1,5,,,,,,,,,,,,neutral or dissatisfied
15204,Female,Loyal Customer,50,Business travel,Business,416,4,4,4,4,2,,,,,,,,,,,,satisfied
18972,Female,Loyal Customer,70,Personal Travel,Eco Plus,500,4,4,4,2,2,,,,,,,,,,,,neutral or dissatisfied
124639,Female,Loyal Customer,44,Business travel,Business,399,2,2,2,2,3,,,,,,,,,,,,satisfied
107928,Male,disloyal Customer,24,Business travel,Eco,611,1,0,0,2,1,,,,,,,,,,,,neutral or dissatisfied
35635,Female,Loyal Customer,33,Business travel,Eco,1626,5,2,4,4,5,,,,,,,,,,,,satisfied
88644,Female,Loyal Customer,64,Personal Travel,Eco,366,4,5,1,4,3,,,,,,,,,,,,satisfied
121113,Female,disloyal Customer,25,Business travel,Business,1444,5,4,5,3,1,,,,,,,,,,,,satisfied
92756,Female,Loyal Customer,53,Personal Travel,Eco,1276,4,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
67388,Male,disloyal Customer,20,Business travel,Business,769,5,4,5,5,5,,,,,,,,,,,,satisfied
26639,Male,Loyal Customer,50,Business travel,Eco,515,3,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
33249,Female,disloyal Customer,22,Business travel,Business,101,3,2,3,1,5,,,,,,,,,,,,neutral or dissatisfied
17530,Female,Loyal Customer,17,Personal Travel,Eco Plus,352,2,5,2,4,3,,,,,,,,,,,,neutral or dissatisfied
121878,Female,Loyal Customer,35,Business travel,Business,366,2,2,2,2,3,,,,,,,,,,,,satisfied
112253,Female,Loyal Customer,28,Business travel,Business,1703,4,4,4,4,4,,,,,,,,,,,,satisfied
123279,Male,Loyal Customer,26,Personal Travel,Eco,631,2,5,2,5,2,,,,,,,,,,,,neutral or dissatisfied
17309,Female,Loyal Customer,42,Business travel,Eco,403,1,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
111067,Male,Loyal Customer,15,Personal Travel,Eco,197,4,4,0,2,2,,,,,,,,,,,,satisfied
71302,Male,Loyal Customer,55,Business travel,Business,1114,1,1,1,1,5,,,,,,,,,,,,satisfied
74922,Female,Loyal Customer,40,Business travel,Business,2475,5,5,5,5,5,,,,,,,,,,,,satisfied
41207,Female,Loyal Customer,28,Business travel,Business,1091,4,4,4,4,4,,,,,,,,,,,,satisfied
43258,Female,Loyal Customer,49,Business travel,Eco,436,4,1,1,1,2,,,,,,,,,,,,satisfied
93441,Male,Loyal Customer,54,Personal Travel,Eco,672,2,4,2,1,3,,,,,,,,,,,,neutral or dissatisfied
37621,Female,Loyal Customer,14,Personal Travel,Eco,972,2,5,2,2,5,,,,,,,,,,,,neutral or dissatisfied
86365,Female,Loyal Customer,26,Business travel,Business,2513,3,2,3,3,4,,,,,,,,,,,,satisfied
70679,Male,Loyal Customer,48,Personal Travel,Eco,447,2,3,2,2,3,,,,,,,,,,,,neutral or dissatisfied
71983,Male,disloyal Customer,36,Business travel,Eco,1040,2,2,2,1,4,,,,,,,,,,,,neutral or dissatisfied
98815,Female,Loyal Customer,39,Business travel,Business,763,5,5,5,5,5,,,,,,,,,,,,satisfied
111161,Male,Loyal Customer,57,Personal Travel,Eco,1050,1,5,2,4,5,,,,,,,,,,,,neutral or dissatisfied
64997,Male,Loyal Customer,17,Business travel,Business,1566,2,2,2,2,5,,,,,,,,,,,,satisfied
38376,Male,Loyal Customer,30,Personal Travel,Eco,1180,3,2,3,2,3,,,,,,,,,,,,neutral or dissatisfied
21450,Female,Loyal Customer,29,Business travel,Business,331,5,5,5,5,5,,,,,,,,,,,,satisfied
26574,Male,disloyal Customer,20,Business travel,Eco,404,2,0,2,4,3,,,,,,,,,,,,neutral or dissatisfied
6888,Male,disloyal Customer,40,Business travel,Business,287,3,3,3,4,1,,,,,,,,,,,,neutral or dissatisfied
126684,Male,Loyal Customer,54,Business travel,Business,2402,4,4,4,4,3,,,,,,,,,,,,satisfied
11751,Female,Loyal Customer,32,Business travel,Business,1932,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
71617,Female,Loyal Customer,29,Business travel,Business,1742,1,1,1,1,1,,,,,,,,,,,,neutral or dissatisfied
86374,Male,Loyal Customer,57,Business travel,Business,762,2,3,2,2,5,,,,,,,,,,,,satisfied
24769,Female,Loyal Customer,57,Business travel,Eco,432,4,2,2,2,1,,,,,,,,,,,,satisfied
38093,Female,disloyal Customer,20,Business travel,Eco,1197,1,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
10924,Female,Loyal Customer,33,Business travel,Eco,312,1,1,1,1,1,,,,,,,,,,,,neutral or dissatisfied
64144,Male,Loyal Customer,44,Business travel,Eco,989,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
9426,Male,Loyal Customer,55,Business travel,Business,288,5,5,5,5,2,,,,,,,,,,,,satisfied
75532,Male,Loyal Customer,50,Business travel,Business,3613,4,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
36334,Male,Loyal Customer,69,Personal Travel,Eco,187,0,3,0,3,5,,,,,,,,,,,,satisfied
58226,Female,Loyal Customer,31,Personal Travel,Eco,925,2,3,2,4,2,,,,,,,,,,,,neutral or dissatisfied
165,Male,Loyal Customer,29,Personal Travel,Eco,227,2,5,0,3,2,,,,,,,,,,,,neutral or dissatisfied
27950,Female,Loyal Customer,16,Business travel,Business,1660,2,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
11852,Male,disloyal Customer,17,Business travel,Eco,912,4,4,4,4,4,,,,,,,,,,,,neutral or dissatisfied
100825,Male,Loyal Customer,48,Business travel,Business,711,2,2,2,2,5,,,,,,,,,,,,satisfied
59218,Male,Loyal Customer,57,Personal Travel,Eco,1440,1,5,1,5,4,,,,,,,,,,,,neutral or dissatisfied
52972,Male,Loyal Customer,61,Personal Travel,Eco,2306,1,4,1,1,1,,,,,,,,,,,,neutral or dissatisfied
47990,Female,Loyal Customer,37,Business travel,Eco Plus,817,4,5,5,5,5,,,,,,,,,,,,satisfied
55386,Female,Loyal Customer,21,Personal Travel,Eco,413,1,4,1,2,3,,,,,,,,,,,,neutral or dissatisfied
45525,Female,Loyal Customer,8,Personal Travel,Eco,689,0,4,0,3,1,,,,,,,,,,,,satisfied
115305,Female,Loyal Customer,45,Business travel,Business,308,4,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
97710,Male,Loyal Customer,40,Business travel,Business,3815,3,3,3,3,4,,,,,,,,,,,,satisfied
49173,Female,disloyal Customer,47,Business travel,Eco,447,1,5,1,4,2,,,,,,,,,,,,neutral or dissatisfied
76353,Male,Loyal Customer,59,Business travel,Eco,1851,1,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
21107,Female,Loyal Customer,68,Personal Travel,Eco,227,1,5,1,4,4,,,,,,,,,,,,neutral or dissatisfied
24413,Male,Loyal Customer,7,Business travel,Eco,634,3,5,5,5,3,,,,,,,,,,,,neutral or dissatisfied
66660,Female,Loyal Customer,40,Business travel,Business,1698,2,2,2,2,3,,,,,,,,,,,,satisfied
119794,Male,Loyal Customer,41,Business travel,Business,1605,5,5,5,5,5,,,,,,,,,,,,satisfied
84406,Male,Loyal Customer,42,Personal Travel,Eco,591,3,4,3,3,2,,,,,,,,,,,,neutral or dissatisfied
49447,Female,Loyal Customer,35,Business travel,Eco,109,2,5,5,5,2,,,,,,,,,,,,satisfied
110699,Male,Loyal Customer,21,Personal Travel,Eco,829,1,5,1,3,5,,,,,,,,,,,,neutral or dissatisfied
23444,Female,Loyal Customer,49,Business travel,Eco,488,4,1,4,1,5,,,,,,,,,,,,satisfied
128013,Female,Loyal Customer,55,Business travel,Business,1440,2,2,2,2,5,,,,,,,,,,,,satisfied
54918,Female,disloyal Customer,23,Business travel,Eco,462,3,1,3,2,3,,,,,,,,,,,,neutral or dissatisfied
43803,Female,Loyal Customer,57,Business travel,Business,2609,4,4,4,4,3,,,,,,,,,,,,satisfied
39852,Female,disloyal Customer,30,Business travel,Eco,272,3,0,3,4,3,,,,,,,,,,,,neutral or dissatisfied
25562,Male,disloyal Customer,36,Business travel,Eco,874,3,4,4,3,1,,,,,,,,,,,,neutral or dissatisfied
12049,Male,disloyal Customer,66,Business travel,Eco,376,3,3,3,2,1,,,,,,,,,,,,neutral or dissatisfied
72351,Female,Loyal Customer,66,Personal Travel,Business,1121,2,1,2,3,1,,,,,,,,,,,,neutral or dissatisfied
79593,Male,Loyal Customer,46,Business travel,Business,762,3,3,3,3,3,,,,,,,,,,,,satisfied
43783,Male,Loyal Customer,40,Personal Travel,Eco,546,3,1,3,3,3,,,,,,,,,,,,neutral or dissatisfied
33536,Female,Loyal Customer,60,Business travel,Business,2029,4,4,4,4,3,,,,,,,,,,,,satisfied
80679,Female,disloyal Customer,70,Business travel,Eco Plus,821,2,2,2,4,3,,,,,,,,,,,,neutral or dissatisfied
42270,Male,Loyal Customer,31,Business travel,Eco,329,3,5,5,5,3,,,,,,,,,,,,neutral or dissatisfied
51807,Female,Loyal Customer,61,Personal Travel,Eco,237,3,5,0,3,3,,,,,,,,,,,,neutral or dissatisfied
64918,Male,Loyal Customer,68,Business travel,Business,247,0,0,0,3,5,,,,,,,,,,,,satisfied
27065,Female,Loyal Customer,58,Business travel,Business,1399,2,1,1,1,2,,,,,,,,,,,,neutral or dissatisfied
64654,Female,Loyal Customer,51,Business travel,Business,1506,1,1,1,1,5,,,,,,,,,,,,satisfied
116283,Male,Loyal Customer,25,Personal Travel,Eco,358,1,4,1,5,3,,,,,,,,,,,,neutral or dissatisfied
114040,Male,disloyal Customer,39,Business travel,Business,511,2,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
16165,Female,Loyal Customer,37,Business travel,Business,199,3,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
14421,Female,Loyal Customer,12,Personal Travel,Eco,693,2,5,2,5,3,,,,,,,,,,,,neutral or dissatisfied
105240,Male,Loyal Customer,32,Personal Travel,Eco,377,3,5,3,4,3,,,,,,,,,,,,neutral or dissatisfied
84710,Male,Loyal Customer,41,Business travel,Business,534,4,5,2,2,3,,,,,,,,,,,,neutral or dissatisfied
74478,Female,Loyal Customer,57,Business travel,Business,2603,1,1,3,1,5,,,,,,,,,,,,satisfied
91191,Male,Loyal Customer,56,Personal Travel,Eco,581,2,4,2,3,4,,,,,,,,,,,,neutral or dissatisfied
103893,Female,Loyal Customer,43,Business travel,Business,3466,1,1,1,1,5,,,,,,,,,,,,satisfied
16822,Female,Loyal Customer,24,Business travel,Business,645,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
98901,Female,Loyal Customer,70,Personal Travel,Business,543,1,5,1,4,5,,,,,,,,,,,,neutral or dissatisfied
44838,Female,Loyal Customer,51,Business travel,Eco,760,5,3,4,3,2,,,,,,,,,,,,satisfied
68164,Female,Loyal Customer,37,Business travel,Business,1837,2,2,2,2,2,,,,,,,,,,,,satisfied
49036,Male,Loyal Customer,47,Business travel,Business,2105,0,5,0,1,1,,,,,,,,,,,,satisfied
93524,Female,Loyal Customer,44,Business travel,Business,1218,1,1,5,1,5,,,,,,,,,,,,satisfied
105174,Male,Loyal Customer,14,Personal Travel,Eco,220,1,5,1,3,5,,,,,,,,,,,,neutral or dissatisfied
59421,Male,Loyal Customer,56,Business travel,Business,2367,1,2,1,1,5,,,,,,,,,,,,satisfied
113241,Male,Loyal Customer,41,Personal Travel,Business,236,4,4,4,3,5,,,,,,,,,,,,neutral or dissatisfied
116528,Male,Loyal Customer,40,Personal Travel,Eco,337,0,4,0,3,5,,,,,,,,,,,,satisfied
122551,Female,Loyal Customer,48,Business travel,Eco,500,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
9079,Male,Loyal Customer,64,Personal Travel,Eco,173,3,2,3,3,4,,,,,,,,,,,,neutral or dissatisfied
92964,Female,disloyal Customer,24,Business travel,Business,194,4,3,4,1,5,,,,,,,,,,,,satisfied
114578,Male,Loyal Customer,51,Business travel,Business,296,4,4,4,4,4,,,,,,,,,,,,satisfied
57791,Female,Loyal Customer,40,Business travel,Business,2704,3,3,2,3,5,,,,,,,,,,,,satisfied
16310,Male,disloyal Customer,25,Business travel,Eco,628,3,0,3,3,2,,,,,,,,,,,,neutral or dissatisfied
52723,Male,Loyal Customer,25,Business travel,Business,406,3,5,2,5,3,,,,,,,,,,,,neutral or dissatisfied
47826,Female,disloyal Customer,14,Business travel,Eco,550,3,1,3,4,5,,,,,,,,,,,,neutral or dissatisfied
31184,Male,Loyal Customer,43,Business travel,Eco,349,5,4,4,4,5,,,,,,,,,,,,satisfied
126998,Male,Loyal Customer,41,Business travel,Business,1768,4,4,4,4,5,,,,,,,,,,,,satisfied
52497,Female,Loyal Customer,42,Business travel,Business,160,2,2,5,2,3,,,,,,,,,,,,satisfied
102693,Male,Loyal Customer,34,Business travel,Business,3695,2,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
60129,Male,Loyal Customer,25,Business travel,Business,2503,3,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
43280,Male,disloyal Customer,20,Business travel,Eco,463,4,2,4,4,3,,,,,,,,,,,,neutral or dissatisfied
88525,Female,Loyal Customer,31,Personal Travel,Eco,404,2,5,2,4,5,,,,,,,,,,,,neutral or dissatisfied
78134,Male,Loyal Customer,16,Personal Travel,Business,259,4,3,4,4,1,,,,,,,,,,,,neutral or dissatisfied
228,Female,Loyal Customer,17,Personal Travel,Eco,213,3,4,3,4,4,,,,,,,,,,,,neutral or dissatisfied
32273,Female,Loyal Customer,48,Business travel,Eco,101,4,2,2,2,2,,,,,,,,,,,,satisfied
108408,Male,disloyal Customer,25,Business travel,Eco,544,3,2,3,4,5,,,,,,,,,,,,neutral or dissatisfied
84691,Female,Loyal Customer,24,Personal Travel,Eco,2182,1,4,1,3,3,,,,,,,,,,,,neutral or dissatisfied
39595,Female,Loyal Customer,42,Business travel,Business,508,2,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
62248,Female,Loyal Customer,27,Personal Travel,Eco,2565,1,4,1,4,2,,,,,,,,,,,,neutral or dissatisfied
40637,Female,Loyal Customer,57,Business travel,Eco Plus,391,4,1,5,5,2,,,,,,,,,,,,satisfied
27281,Female,Loyal Customer,49,Personal Travel,Business,1050,2,2,2,4,4,,,,,,,,,,,,neutral or dissatisfied
58900,Female,Loyal Customer,40,Business travel,Eco,888,5,5,5,5,5,,,,,,,,,,,,neutral or dissatisfied
93063,Female,Loyal Customer,41,Business travel,Business,297,2,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
50157,Male,Loyal Customer,33,Business travel,Business,1503,5,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
30294,Female,Loyal Customer,24,Business travel,Business,1476,4,4,4,4,5,,,,,,,,,,,,satisfied
65507,Female,Loyal Customer,26,Personal Travel,Eco Plus,1303,3,4,3,2,2,,,,,,,,,,,,neutral or dissatisfied
61749,Female,Loyal Customer,29,Personal Travel,Eco,1464,5,5,5,3,4,,,,,,,,,,,,satisfied
121362,Male,disloyal Customer,24,Business travel,Eco,1670,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
114535,Female,Loyal Customer,55,Personal Travel,Business,447,2,5,2,3,3,,,,,,,,,,,,neutral or dissatisfied
77399,Male,Loyal Customer,63,Personal Travel,Eco,588,2,5,2,1,1,,,,,,,,,,,,neutral or dissatisfied
126167,Female,Loyal Customer,44,Business travel,Business,2183,2,2,3,2,4,,,,,,,,,,,,satisfied
76207,Female,Loyal Customer,48,Business travel,Business,2422,1,1,1,1,4,,,,,,,,,,,,satisfied
65952,Female,Loyal Customer,35,Business travel,Business,1372,2,2,2,2,2,,,,,,,,,,,,satisfied
22842,Female,Loyal Customer,12,Personal Travel,Eco,170,3,4,3,3,4,,,,,,,,,,,,neutral or dissatisfied
53366,Male,Loyal Customer,47,Business travel,Business,1452,3,1,5,1,1,,,,,,,,,,,,neutral or dissatisfied
74652,Female,Loyal Customer,40,Personal Travel,Eco,1438,4,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
90247,Female,Loyal Customer,28,Personal Travel,Eco,1121,1,4,1,4,5,,,,,,,,,,,,neutral or dissatisfied
4165,Male,Loyal Customer,40,Personal Travel,Eco,431,2,1,2,4,1,,,,,,,,,,,,neutral or dissatisfied
96230,Female,disloyal Customer,14,Business travel,Eco,546,5,5,4,4,4,,,,,,,,,,,,satisfied
103090,Female,Loyal Customer,68,Personal Travel,Eco,460,2,3,5,3,4,,,,,,,,,,,,neutral or dissatisfied
72522,Female,Loyal Customer,14,Business travel,Eco,1119,4,5,5,5,4,,,,,,,,,,,,neutral or dissatisfied
59544,Male,Loyal Customer,24,Business travel,Business,787,3,3,3,3,5,,,,,,,,,,,,satisfied
97911,Male,disloyal Customer,25,Business travel,Business,483,0,4,0,4,5,,,,,,,,,,,,satisfied
9153,Male,Loyal Customer,54,Personal Travel,Eco,227,3,4,0,3,0,,,,,,,,,,,,neutral or dissatisfied
38558,Male,Loyal Customer,13,Personal Travel,Eco,2586,1,2,1,3,2,,,,,,,,,,,,neutral or dissatisfied
100425,Female,Loyal Customer,9,Personal Travel,Business,1620,3,4,3,3,3,,,,,,,,,,,,neutral or dissatisfied
47736,Female,Loyal Customer,52,Personal Travel,Business,817,4,0,4,4,2,,,,,,,,,,,,neutral or dissatisfied
94890,Male,disloyal Customer,43,Business travel,Eco,239,3,0,3,4,5,,,,,,,,,,,,neutral or dissatisfied
3211,Female,Loyal Customer,46,Business travel,Business,585,5,5,5,5,3,,,,,,,,,,,,satisfied
25822,Female,Loyal Customer,37,Personal Travel,Eco,1747,1,2,1,4,4,,,,,,,,,,,,neutral or dissatisfied
36438,Female,Loyal Customer,29,Personal Travel,Eco,369,1,1,1,4,4,,,,,,,,,,,,neutral or dissatisfied
22672,Male,disloyal Customer,39,Business travel,Eco,589,1,0,1,1,4,,,,,,,,,,,,neutral or dissatisfied
40223,Male,Loyal Customer,36,Business travel,Eco,436,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
29750,Male,Loyal Customer,41,Business travel,Business,2197,2,2,3,2,5,,,,,,,,,,,,satisfied
37390,Female,disloyal Customer,25,Business travel,Eco,1035,2,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
78079,Female,Loyal Customer,49,Business travel,Eco Plus,227,4,5,5,5,3,,,,,,,,,,,,neutral or dissatisfied
114336,Male,Loyal Customer,56,Personal Travel,Eco,853,4,4,4,3,5,,,,,,,,,,,,satisfied
114956,Female,Loyal Customer,46,Business travel,Business,337,5,5,5,5,4,,,,,,,,,,,,satisfied
107516,Male,Loyal Customer,45,Business travel,Business,838,4,4,4,4,3,,,,,,,,,,,,satisfied
54204,Female,Loyal Customer,34,Personal Travel,Eco,1400,3,4,3,1,2,,,,,,,,,,,,neutral or dissatisfied
63496,Female,Loyal Customer,49,Personal Travel,Eco,2018,5,4,5,3,5,,,,,,,,,,,,satisfied
90438,Female,Loyal Customer,49,Business travel,Business,1940,4,4,4,4,4,,,,,,,,,,,,satisfied
95844,Male,Loyal Customer,40,Business travel,Business,580,1,1,1,1,3,,,,,,,,,,,,satisfied
52638,Female,Loyal Customer,52,Personal Travel,Eco,160,2,5,0,3,2,,,,,,,,,,,,neutral or dissatisfied
101671,Male,Loyal Customer,45,Personal Travel,Eco,2106,2,5,2,4,2,,,,,,,,,,,,neutral or dissatisfied
58608,Female,disloyal Customer,47,Business travel,Eco Plus,334,4,5,5,3,5,,,,,,,,,,,,satisfied
44382,Female,disloyal Customer,38,Business travel,Eco Plus,229,4,3,3,2,5,,,,,,,,,,,,satisfied
6866,Female,disloyal Customer,39,Business travel,Business,622,2,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
127709,Female,Loyal Customer,51,Business travel,Business,3111,0,0,0,1,3,,,,,,,,,,,,satisfied
103699,Male,Loyal Customer,7,Personal Travel,Eco,405,2,5,2,4,4,,,,,,,,,,,,neutral or dissatisfied
21406,Male,disloyal Customer,23,Business travel,Eco,356,4,1,4,3,5,,,,,,,,,,,,satisfied
72350,Male,Loyal Customer,45,Business travel,Business,3458,3,5,5,5,4,,,,,,,,,,,,neutral or dissatisfied
91720,Male,disloyal Customer,24,Business travel,Business,590,5,5,5,2,4,,,,,,,,,,,,satisfied
35358,Female,Loyal Customer,47,Business travel,Business,1503,2,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
93431,Female,Loyal Customer,25,Business travel,Business,1869,4,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
17287,Male,Loyal Customer,46,Business travel,Business,403,2,2,5,2,5,,,,,,,,,,,,neutral or dissatisfied
84627,Female,Loyal Customer,37,Personal Travel,Eco,669,4,5,4,3,1,,,,,,,,,,,,neutral or dissatisfied
44220,Female,disloyal Customer,23,Business travel,Eco,222,5,0,5,1,3,,,,,,,,,,,,satisfied
55814,Female,Loyal Customer,43,Business travel,Business,1416,3,3,3,3,2,,,,,,,,,,,,satisfied
50719,Female,Loyal Customer,57,Personal Travel,Eco,109,3,0,3,1,4,,,,,,,,,,,,neutral or dissatisfied
99021,Male,Loyal Customer,30,Personal Travel,Business,1009,2,4,2,1,3,,,,,,,,,,,,neutral or dissatisfied
53286,Male,Loyal Customer,42,Business travel,Business,901,4,4,3,4,4,,,,,,,,,,,,satisfied
94946,Male,disloyal Customer,35,Business travel,Eco,187,3,4,3,4,1,,,,,,,,,,,,neutral or dissatisfied
125291,Male,Loyal Customer,32,Business travel,Business,678,1,1,1,1,4,,,,,,,,,,,,satisfied
19584,Male,Loyal Customer,56,Personal Travel,Eco,160,3,3,3,4,4,,,,,,,,,,,,neutral or dissatisfied
92270,Male,Loyal Customer,56,Business travel,Business,2036,5,5,5,5,4,,,,,,,,,,,,satisfied
82682,Male,Loyal Customer,46,Business travel,Business,3402,4,4,3,4,3,,,,,,,,,,,,satisfied
62458,Female,Loyal Customer,25,Business travel,Business,1723,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
63319,Female,Loyal Customer,22,Business travel,Business,447,2,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
74306,Male,disloyal Customer,15,Business travel,Eco,1205,4,3,3,4,5,,,,,,,,,,,,satisfied
50009,Female,Loyal Customer,55,Business travel,Eco,337,4,1,5,1,3,,,,,,,,,,,,neutral or dissatisfied
126603,Male,Loyal Customer,36,Business travel,Business,1337,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
109562,Male,Loyal Customer,26,Personal Travel,Eco,861,2,4,2,4,4,,,,,,,,,,,,neutral or dissatisfied
95619,Male,Loyal Customer,8,Personal Travel,Eco,756,4,4,4,1,5,,,,,,,,,,,,satisfied
60484,Female,Loyal Customer,46,Business travel,Eco,862,2,3,5,3,3,,,,,,,,,,,,neutral or dissatisfied
1754,Female,Loyal Customer,57,Business travel,Business,364,5,4,5,5,4,,,,,,,,,,,,satisfied
53281,Female,disloyal Customer,27,Business travel,Eco,811,4,3,3,3,5,,,,,,,,,,,,neutral or dissatisfied
63287,Female,disloyal Customer,38,Business travel,Business,337,5,5,5,1,3,,,,,,,,,,,,satisfied
59860,Male,Loyal Customer,43,Business travel,Business,1860,3,3,2,3,4,,,,,,,,,,,,satisfied
69212,Male,Loyal Customer,50,Business travel,Business,3033,3,3,5,3,4,,,,,,,,,,,,satisfied
32584,Female,Loyal Customer,50,Business travel,Business,216,4,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
108736,Male,Loyal Customer,41,Business travel,Business,545,4,4,4,4,2,,,,,,,,,,,,satisfied
23476,Male,Loyal Customer,33,Personal Travel,Eco,576,3,4,3,2,2,,,,,,,,,,,,neutral or dissatisfied
103164,Male,disloyal Customer,7,Business travel,Eco,491,4,2,4,4,5,,,,,,,,,,,,neutral or dissatisfied
65062,Male,Loyal Customer,13,Personal Travel,Eco,224,5,4,0,4,4,,,,,,,,,,,,satisfied
